title,author,isbn,year,editorial
La Ultima Parroquia Antes De America,Juan Moro,9788493520595,2008,Mirada Malva A.C.
Genesis El Ritual Rosacruz,Patrick Ericson,9788497635271,2008,Nowtilus
El Secreto De Elena,Carmen Reche Carrillo,9788484547693,2008,Club Universitario
Cuadernos Africanos: Retorno A Un Periodo Clave Del Continente Olvidado,Alfonso Armada,9788499428031,2019,Peninsula
Hoy Me Ha Pasado Algo Muy Bestia (Novela) Nº 01/03,Daniel Estorach Martin,9788491737247,2019,Planeta De Agostini
Atlas Personal,Fernando Castillo,9788417550622,2019,Renacimiento
Challenger,Guillem Lopez Arnau,9788494949814,2019,Aristas Mtnez. Ediciones
Las Suplantaciones,Pedro Pujante,9788417433109,2019,M.A.R Editor
Naufragios En Las Rias Baixas,Lino J. Pazos Perez,9788493583507,2007,Damare
El Mago Inocente,Karen Miller,9788492431175,2008,Viamagna Ediciones
Odisea,Jack Mcdevitt,9788498004014,2008,La Factoria De Ideas
Sigilo,Ismael Martinez Biurrun,9788491815525,2019,Alianza Editorial
La Alfombra Afgana Y Otros Cuentos De Fantasmas,Javier la Orden Trimollet,9788494663888,2019,Oportet
El Tercer Intento: La Verdadera Historia De Cordwainer Smith (Segundo Premio Xxx Certamen Alberto Magno),Begoña Perez Ruiz,9788494975332,2019,El Transbordador
Herederos De La Singularidad,Victor M. Valenzuela,9788416936137,2018,Nowevolution
Mascaras Y Ratas,T.c. Ferri,9788494963438,2019,Ediciones Camelot Srl
El Ascenso De Las Dos Serpientes,Max Gladstone,9788408210580,2019,Planeta
El Laboratorio Humano,Manuel de Francisco Rodriguez,9788496560123,2006,@Becedario
Lart Del Pet: Assaig Teoric-Fisic I Metodic,Pierre-Thomas-Nicolas Hurtaut,9788417386337,2019,Pepitas De Calabaza
Sueños De Robot,Isaac Asimov,9788401324123,1992,Plaza &Amp; Janes
Mas Aventuras De Gotrek Y Felix,William King,9788448035556,2006,Timun Mas
El Monje Y La Hija Del Verdugo,Ambrose Bierce,9788496049925,2006,S.L. Calambur Editorial
Viaje De Ceilan A Damasco,A. Rivadeneyra,9788478132997,2013,Miraguano
Los Viajes De Emily Nudd Mitchell,Emily Nudd Mitchell,9788493526993,2009,Demipage
Ojos Violeta,Stephen Woodworth,9788439721833,2009,Literatura Random House
El Libro De La Riviera,Erika Mann,9788493640415,2009,El Nadir
Don Francisco De Paula Marin (1774-1837),Ross H. Gast,9788497440738,2008,Doce Calles
El Cielo De Las Hormigas,Concepcion Bueno,9788496560918,2009,@Becedario
Carmilla: Una Novela De Vampiros,Joseph Sheridan Le Fanu,9788492491308,2009,Eneida
Poso El Comptaquilometres A Zero,Antoni Munne-Jorda,9788496349896,2009,El Cep I La Nansa
A Peu Per Murcia: Valle De Ricote,Josep Maria Espinas,9788496735323,2009,La Campana
Los Reclutas De La Eternidad,Max Frei,9788445076163,2006,Minotauro
Star Wars: Darth Vader: El Señor Oscuro,James Luceno,9788495070920,2006,Alberto Santos Editor
Del Adulterio Considerado Como Una De Las Bellas Artes Y Otros Es Critos De Humor,Daniel Samper Pizano,9789583600920,2006,Panamericana Editorial El Ancora
Mama Se Quiere Morir Y No Hay Manera,Alfonso Ussia,9788466628679,2006,S.A. Ediciones B
La Conquista Del Pais Inerme,Miguel de Castro,9788448035693,2007,Timun Mas
Selva,Elina Malamud,9788475845715,2006,Laertes
El Principe De Las Mentiras,James Lowder,9788448037796,2007,Timun Mas
La Reina De La Casa,Sophie Kinsella,9788498380408,2006,S.A.) Salamandra (Publicaciones Y Ediciones Salamandra
Primer Vuelo,Chris Claremont,9788493599355,2009,Dolmen Books
Cuentos Fantasticos,Ludwig Tieck,9788492683079,2009,Nordica
Sobre El Polo Norte En Dirigible,Roald Amundsen,9788493695019,2009,Interfolio
Omnes Los Ojos Del 7º Y Ultimo Dia,Mercedes Perez Ecija,9788499486185,2013,Club Universitario
La Leyenda De Broken,Caleb Carr,9788466652940,2013,S.A. Ediciones B
El Rey De Bronce,Ximo Soler Navarro,9788494091544,2013,Javisa23 Editorial
Edgar Allan Poe. Obras Selectas,Edgar Allan Poe,9788497941440,2013,Edimat
Gamberradas Divinas,Marie Phillips,9788467030631,2009,S.L.U. Espasa Libros
Rendicion O Hambre: Viajes Por Etiopia Sudan Somalia Y Eritrea,Robert D. Kaplan,9788466620581,2005,S.A. Ediciones B
Los Asha Man (Saga La Rueda Del Tiempo 12),Robert Jordan,9788448034580,2005,Timun Mas
Las Dos Espadas (Reinos Olvidados: Las Espadas Del Cazador Nº 3),R.a. Salvatore,9788448037673,2005,Timun Mas
El Sueño De La Muerte (Saga De Crimenes Y Misterios Shakespearean Os),Philip Gooden,9788496423176,2005,Jaguar
Grandes Aventuras Contemporaneas Las. T.1 Por Mar Y Aire,Chris Bonington,9788427009035,1984,Martinez Roca
De La Alhambra A Tombuctu,Michael Jacobs,9788492573691,2009,Almuzara
Hijos De Cain: El Despertar Del Fenix,Veronica Butler,9788492635160,2009,Corona Borealis
Vampyr,Carolina Andujar,9788492682119,2009,Mosaico De Gen
El Amargo Despertar,Alberto Gonzalez Ortiz,9788493719968,2010,Nowevolution
Viaje A Las Entrañas De Africa,Jose Antonio Sanchez Tarifa,9788496677692,2013,Dauro Ediciones
Historia Memoria Y Sociedad En El Genero Negro,Javier Sanchez Zapatero,9788484086963,2013,S.L. (Andavira) Torculo Edicions
Zona 23,Irene Castelos Cortizas,9788494091551,2013,Javisa23 Editorial
Smile Please!,Andres Soria,9788490450406,2013,Comares
Yoga Para Los Que Pasan Del Yoga,Geoff Dyer,9788439725787,2012,Literatura Random House
Los Hijos Del Tiempo,Ana Colchero,9788499703671,2012,La Esfera De Los Libros
El Atletico Invisible,Terry Pratchett,9788401352751,2012,Plaza & Janes Editores
El Sonido De La Gravedad,Joe Simpson,9788498292541,2012,Desnivel
Donde La Eternidad Envejece,Cesar Antonio Molina,9788423317875,2012,Destino
De La Maquina,Alberto Lema,9788415451068,2012,Caballo De Troya
Sombras En Fuga (Saga De Ender 10 / La Sombra 5),Orson Scott Card,9788466647762,2012,S.A. Ediciones B
La Ventana De Casandra,Fito Rodriguez,9788493909666,2012,S.L. Adhara Publicaciones
Robocalipsis,Daniel H. Wilson,9788401384288,2012,Plaza & Janes Editores
Tiempo Desarticulado,Philip K. Dick,9788445000502,2012,Minotauro
Espadas Y Demonios,Fritz Leiber,9788427009592,1985,Martinez Roca
Finofilipino. Lo Mejor Y Lo Peor De Internet: Disfruta Del Humor Mas Absurdo De La Red,Josu Subijana,9788448021184,2015,Timun Mas
La Republica Pneumatica,J. Valor Montero,9788415831495,2015,Fantascy
Guia De La España Magica,Juan Garcia Atienza,9788427006379,1983,Martinez Roca
Fenix Verde,Thomas Burnett Swann,9788476403938,1990,S.A. Editorial Edaf
Blanca Jenna,Jane Yolen,9788440619747,1991,S.A. Ediciones B
Santiago De Rosalia De Castro,Gonzalo Torrente Ballester,9788432049057,1989,Planeta
El Igual A Dios,Alain Absire,9788432246258,1989,Seix Barral
Tehanu,Ursula K. Le Guin,9788445071656,1992,Minotauro
Proyecto Xi,Francesc Blanco,9788483657553,2015,Suma
Lo Que El Tiempo Se Llevo,Ward Moore,9788498891003,2015,Alamut Ediciones
D De Destructor,Ramon Muñoz,9788415157144,2015,Bibliopolis
Aprende A Cocinar: Lo Suficientemente Mal Como Para Que Otro Lo Haga Por Ti,Itxu Diaz,9788494386817,2015,Hercules De Ediciones S.A.
Esta Lleno De Estrellas: Memorias De Una Aficion,Rafael Marin,9788415157175,2015,Bibliopolis
Los Mundos De Taryenn,Laura Tejada,9788494199943,2015,2 De Letras
Els Somnis A La Casa De La Bruixa,H.p. Lovecraft,9788475849751,2015,Laertes
Kwaidan Y Otras Leyendas Y Cuentos Fantasticos De Japon,Lafcadio Hearn,9788477027959,2015,Valdemar
El Leopardo De Las Nieves,Peter Mathiessen,9788416396054,2015,Siruela
La Luisi,Angel Sanchidrian,9788494330155,2015,Poe Books
Sangre Fria,Claudio Cerdan,9788416436149,2015,Dolmen Editorial
Infernorama,Angel Luis Sucasas,9788416436019,2015,Dolmen Editorial
Dulces Dieciseis Y Otros Relatos,Eduardo Vaquerizo,9788415157120,2014,Bibliopolis
Cuentos Fantasticos,Horacio Quiroga,9788494015946,2015,Hermida Editores S.L.
Mes Maleit Karma,David Safier,9788416367283,2015,Empuries
365 Acudits Per A Indepes,Andreu Gonzalez Castro,9788490343111,2015,Cossetania
El Tapiz Del Destino,Leila Mila,9788415782698,2015,Enxebrebooks
La Rastreadora,Antonio Lagares,9788494309113,2015,Javisa23 Editorial
Dracula. La Leyenda Jamas Contada,Bram Stoker,9788497943451,2016,Edimat
Un Crucero De Verano Por Las Antillas,Lafcadio Hearn,9788416544189,2016,Errata Naturae
Mar Muerto,Brian Keene,9788416436842,2016,Dolmen Editorial
¡Viva El Carajo!,Jose Esteban,9788416447664,2016,Pigmalion Edypro
La Isla Del Doctor Moreau,David Parcerisa,9788494402043,2017,Adapta Editorial S.L.
Album De La Antartida (2ª Ed.),Ramon Dachs,9788479481377,2016,La Tempestad
El Amor No Es Un Invento De Los Poetas,Rita Nixon,9788427042919,2016,Martinez Roca
Otra Vuelta De Tuerca,Henry James,9788494508745,2016,Meracovia
Pantocrator,Enric Soler I Raspall,9788494459030,2016,Tushita Edicions
Narrativa Completa De H.P. Lovecraft (3 Tomos),H.p. Lovecraft,9788415999942,2016,Olmak Trade
Por Bretaña,Joaquin Dicenta,9788415415985,2015,Evohe
De Viaje Iii: Europa Central,Stefan Zweig,9788415707349,2015,Sequitur
Hoy Mañana Y Despues,Jean-Pierre Andrevon,9788494375576,2015,La Biblioteca Del Laberinto
Dracula,Bram Stoker,9788494411670,2015,Biblok
Sevilla De Estacion En Estacion,Julio Martinez Velasco,9788492868179,2015,Jirones De Azul
Relatos Goticos,Edgar Allan Poe,9788494411656,2015,Biblok
Encrucijada,Merche Diolch,9788416384242,2015,Ediciones Kiwi
Frankenstein O El Moderno Prometeo,Mary Shelley,9788494508721,2016,Meracovia
El Rumor De La Frontera,Alfonso Armada,9788499425207,2016,Peninsula
Abcdario Para Adultos,Oscar Dalmau,9788494386046,2016,S.A. Editorial La Galera
Quadern De Turquia,Eulalia Lledo,9788475849843,2015,Laertes
El Drac De Gel,George R.r. Martin,9788490266267,2016,Bromera
El Hijo Del Diablo,Jose Luis Muñoz,9788476288870,2016,El Serbal
La Leyenda De Sleepy Hollow,Washington Irving,9788496235557,2016,Calamar Ediciones
Dracula,Bram Stoker,9788490742747,2015,Verbum
El Linaje De La Luna Negra,David Mateo,9788416523337,2016,Kailas
Rakoshi,F. Paul Wilson,9788498890877,2014,Alamut Ediciones
La Tierra En Llamas (Saga De Ender 2 / Primera Guerra Formica 2),Orson Scott Card,9788466655217,2014,S.A. Ediciones B
Reyes Del Amanecer (Trilogia De Los Macht 3),Paul Kearney,9788498890914,2014,Alamut Ediciones
Ciclistas De Sofa,Sergio Parra,9788415797173,2014,Xplora
La Brigada De La Muerte,Joseph D Lacey,9788420688701,2014,Alianza Editorial
Batir De Alas (La Mano Izquierda De Dios 3),Paul Hoffman,9788490601105,2014,La Esfera De Los Libros
Vorejant Els Limits,Jordi Ortiz,9788475886206,2016,Edicions Proa S.A
El Crimen Del Otro,Horacio Quiroga,9788494202216,2014,Qualea
Planet Stories (1939-1955),Francisco Arellano,9788492492688,2012,La Biblioteca Del Laberinto
Enigmas Con Jardin,Jose Luis Garcia Martin,9788494020537,2012,Impronta
Zendegi,Greg Egan,9788415157083,2012,Bibliopolis
El Mon (No) Es Un Lloc Perillos,Xavier Gual,9788490342367,2014,Cossetania
Mediterranies,Eduard Mira,9788490262399,2014,Bromera
No Hay Mejor Vida Que La Del Gato (¡Y Encima Tienen Siete!),Profesor Pawlove,9788448019457,2014,Timun Mas
Otra Vuelta De Tuerca,Henry James,9788430761500,2012,Teide
La Columna Del Mundo,R.a. Salvatore,9788448038960,2012,Timun Mas
Musica Muerta,Jose Maria Latorre Fortuño,9788477027614,2014,Valdemar
America,Rudyard Kipling,9788415576921,2014,Pre-Textos
La Orden Del Sol,Luna Marina Soler,9788494171345,2014,Javisa23 Editorial
Las Viudas Tenaces,Ignacio Sanz,9788493969196,2013,Rilke Ediciones
Viaje Al Tibet,Robert Byron,9788415289906,2013,Abada
Los Juegos,Ted Kosmatka,9788415831105,2014,Fantascy
Viaje Napolitano Por España,Jose Vicente Quirante Rives,9788494169175,2014,Confluencias
El Aliento De La Oscuridad,Angel Torres Quesada,9788496862609,2014,Silente
La Llamada De Cthulhu Y El Horror De Dunwich,H.p. Lovecraft,9788498455960,2014,Algar
Halvdan El Noruego,Maria Jesus Morales,9788484547914,2010,Club Universitario
Nuevos Chistes Verdes: El Verdadero Remedio Contra La Crisis Y La Depresion,Samuel Red,9788499170497,2010,Robinbook
Lo Mejor De Connie Willis Ii,Connie Willis,9788466643757,2010,S.A. Ediciones B
El Ultimo Teorema,Arthur C. Clarke,9788435021227,2010,Edhasa
En El Pais De Los Bubis,Jose Mas,9788496964525,2010,El Viento
Triptico De Trinidad,Carlos Gardini,9788496173958,2010,Bibliopolis
Manjab,Eduardo G. Zarate,9788477314950,2010,Endymion
Un Infierno En La Mente,Javier (ed.) Martin Lalanda,9788492492275,2010,La Biblioteca Del Laberinto
Japon Un Viaje Entre La Sonrisa Y El Vacio,Fernando Gonzalez Viñas,9788492924332,2010,Almuzara
El Moroso Ese Gran Desconocido,Fernando Angel Lumbreras Garcia,9788478983254,2010,Alfar
Las Monarquias De Dios 1: El Viaje De Hawkwood,Paul Kearney,9788498890419,2010,Alamut Ediciones
La Era De Dracula,Kim Newman,9788498890426,2010,Alamut Ediciones
Las Sendas Purpuras,Angel Torres Quesada,9788496013827,2010,Ajec
1936Z. La Guerra Civil Zombie,Javier Navarro Costa,9788483653623,2012,Suma
Desviacio A Santiago,Cees Nooteboom,9788498247060,2010,Bromera
Psicosis,Robert Bloch,9788498005622,2010,La Factoria De Ideas
A Madrid Ida Y Vuelta,Martina Martinez Tuya,9788481988222,2010,Cyan Proyectos Editoriales
El Expreso De Rangun Genocidio Y Otros Relatos (Cronicas De Viaj E 1),Norman Lewis,9788493755508,2010,Altair S.A.
Feral: Preferiras Estar Muerto,David Jasso,9788492893225,2010,Equipo Sirius
El Sueño De Los Malditos,Daniel Auster,9788494035531,2012,Javisa23 Editorial
Desde El Silencio,Eduardo Strauch,9788498292695,2012,Desnivel
El Color Del Cielo,Santiago Morata,9788499675336,2013,Nowtilus
Solo De Viola,Antoine Volodine,9788492857883,2013,Adriana Hidalgo Editora
K2. Historia De Un Caso,Walter Bonatti,9788498292831,2013,Desnivel
El Inca De Marte,Ian Watson,9788492492961,0,La Biblioteca Del Laberinto
Topper Fantasmas Joviales,Thorne Smith,9788492979523,2013,Barataria
La Zancada Del Deyar,Gonzalo Moure Trenor,9788499213194,2012,Octaedro
La Garra De Charon (Neverwinter - Libro Iii - Reinos Olvidados),R.a. Salvatore,9788448008048,2013,Timun Mas
Los Huevos Fatales,Mijail Bulgakov,9788496959798,2011,Irreverentes
Molobo,Vidal Fernandez Solano,9788415511212,2013,Iniciativa Mercurio
Voraz,Fermin Moreno,9788415932086,2013,Dolmen Books
Los Compañeros (Reinos Olvidados. La Secesion 1),R.a. Salvatore,9788448018634,2014,Timun Mas
El Septimo Sentido,Kurt Diemberger,9788498292824,2013,Desnivel
Historia De Las Pulgas Que Viajaron A La Luna,Kobo Abe,9789871673964,2013,Eterna Cadencia
Enda,Toti Martinez de Lezea,9788497469388,2014,Erein
Verano De Miedo (Premio Minotauro 2014),Carlos Molinero,9788445002193,2014,Minotauro
Malaz 6: Los Cazahuesos,Steven Erikson,9788490181478,2014,La Factoria De Ideas
Sunshine,Robin Mckinley,9788490186428,2014,La Factoria De Ideas
Intoxicados Y Toxicos,Carmen Baena Salamanca,9788494301346,2014,Atlantis
Rancho Dracula,Silver Kane,9788494281907,2014,Darkland
El Psicologo De Los Muertos,William M. Valtos,9788490186497,2014,La Factoria De Ideas
Estrafalario: Los Muertos No Se Tocan Nene; El Pisito; El Cochec Ito,Fernando Asuncao,9788420408484,2011,Alfaguara
Adios A China,Suso Mourelo,9788493695064,2009,Interfolio
On El Dia Dorm Amb Els Ulls Oberts (Premi Godo De Periodisme D In Vestigacio I Reporterisme 2010),Toni Pou,9788497877213,2011,Empuries
Leviatan,David Lynn Golemon,9788490186268,2014,La Factoria De Ideas
La Flota Perdida Iv: Valiente,Jack Campbell,9788498007152,2011,La Factoria De Ideas
Insula Avataria,Luis Besa,9788492893836,2011,Equipo Sirius
Eterna (Trilogia De La Oscuridad Iii),Guillermo Del Toro,9788483652558,2011,Suma
El Vasco Que No Comia Demasiado,Oscar Terol,9788403101272,2011,Aguilar
Voces Desde La Tumba,Charlaine Harris,9788493747626,2009,Jp Libros
Alaric De Marnac,Paul Naschy,9788493746001,2009,Scifiworld
La Puerta: Reflejos Y Sombras,Alberto Nuñez,9788492629176,2009,Beta Iii Milenio
Siete Esqueletos Decapitados,Antonio Malpica Cuello,9789707774995,2009,Oceano
¿Quien Necesita A Cleopatra?,Steve Redwood,9788496013766,2009,Ajec
Aliento: No Dudes De Lo Que Solo Ves Tu,Jackie Ayers,9788427035911,2010,Martinez Roca
La Amenaza De Las Sombras,Lucia Gonzalez Lavado,9788492461417,2009,Nabla Ediciones
A Diez Mil Años Luz,James Tiptree,9788496013636,2009,Ajec
El Reino De Las Sombras: Y Otras Historias De Un Exiliado De La A Tlantida,Robert E. Howard,9788492492336,2009,La Biblioteca Del Laberinto
Angel Mas Tonto Del Mundo (Ed. Especial),Christopher Moore,9788498005318,2009,La Factoria De Ideas
La Sonrisa Divina: Chistes,Francesc Torradeflot,9788498881110,2009,Icaria
El Caer De La Breva,Antonio Mingote,9788408091950,2010,Planeta
El Emperador Descalzo,Philip Marsden,9788496964921,2011,El Viento
Corazones Hambrientos,Dan Rhodes,9788420409962,2012,Alfaguara
Cartas De Ajuste. La Insolita Correspondencia Entre Manolo De Gon Zalo Y Azucena Pi,Carlos Muñoz Gonzalez,9788417885700,2020,Bohodon Ediciones
El Premio Del Sucesor,Felipe Diaz Pardo,9788417885564,2020,Bohodon Ediciones
Guia Sentimental De Barcelona (Catalan),Roger de Gracia,9788498094480,2019,Portic
En El Pais De Las Furgonetas Blancas: Escenas De La España De Hoy,Borja Cardelus,9788493741105,2009,Tierra Adentro
El Hombre De La Arena,E.t.a. Hoffmann,9788461504787,2011,Autor-Editor
Nadie Se Conoce,Chus Sanchez,9788412076387,2020,Apache Libros
Accel World Nº 02 (Novela),Reki Kawahara,9788491735090,2019,Planeta De Agostini
Notas De America,Charles Dickens,9788466620567,2005,S.A. Ediciones B
Ibarreta El Ultimo Explorador,Jose Antonio Diaz,9788478132812,2013,Miraguano
Chile A La Vista,Eduardo Blanco-Amor,9788482886107,2003,Galaxia
Noches De Nueva York (Trilogia Virex 1),Eric Brown,9788496013117,2004,Grupo Editorial Ajec
Azote (Ciclo Embestida-Libro Iii),J. Robert King,9788448033293,2004,Timun Mas
A Peu Per La Costa Da Morte: La Galicia Atlantica,Josep Maria Espinas,9788495616470,2004,La Campana
Viaje Al Vacio (La Gema Soberana 3),Margaret Weis,9788448033255,2005,Timun Mas
Los Senderos De La Muerte (Reinos Olvidados. Las Espadas Del Caza Dor 2),R.a. Salvatore,9788448037635,2005,Timun Mas
El Laberinto Del Mal (Star Wars),James Luceno,9788495070890,2005,Alberto Santos Editor
Guardianes De Lo Perdido (La Gema Soberana 2),Margaret Weis,9788448033248,2005,Timun Mas
El Primer Guerrero,Orlando Paes Filho,9788448033798,2005,Timun Mas
El Legado De Drow (Reinos Olvidados; Edicion Para Coleccionistas),R.a. Salvatore,9788448032906,2004,Timun Mas
Nosotros Los Tios,Dave Barry,9788466614016,2004,S.A. Ediciones B
De Juzgado De Guardia: Con Nuevos Casos,Javier Ronda,9788496052413,2004,Oberon
Magallanes Hasta Los Confines De La Tierra,Laurence Bergreen,9788408051565,2004,Planeta
La Edad De Oro (Libro I),John C. Wright,9788496173149,2004,Bibliopolis
Tampoco El Mundo Es Tan Grande Como Dicen,Carlos Perez Merinero,9788412203530,2021,Ediciones Vernacci
Cuaderno De Mexico,Eduardo Lago,9788412340785,2021,Firmamento
Comadres,Pilar Sanchez Vicente,9788412432640,2022,Orpheus Ediciones Clandestinas
Relatos De Diez Mundos,Arthur C. Clarke,9788435020978,2004,Edhasa
Enciclopedia Del Chiste,Pablo Nacach,9788403095519,2004,Aguilar
En El Otro Viento,Ursula K. Le Guin,9788445074732,2003,Minotauro
La Dama Numero Trece,Jose Carlos Somoza,9788439709879,2003,Literatura Random House
El Mar De Las Espadas (Reinos Olvidados),R.a. Salvatore,9788448037482,2003,Timun Mas
Lugares,Juan Angel Juristo,9788412455953,2022,Confluencias
Sangre En La Cuenca,Pilar Sanchez Vicente,9788412497601,2022,Orpheus Ediciones Clandestinas
Operacion Dracul,Pilar Sanchez Vicente,9788412432664,2022,Orpheus Ediciones Clandestinas
Circulo Segundo. Viaje A La Profundidad,Hazael Gonzalez,9788418898174,2021,Dolmen Editorial
El Principe El Leon Y Los Cuatro Vientos,Fernando Baeza C.,9788413869926,2021,Letrame S.L. Editorial
Indivisa Manent,Javier Hernandez Velazquez,9788418958045,2021,Adarve Editorial
Cuentos Y Relatos Edgar Allan Poe. Tomo Ii,Edgar Allan Poe,9788497945141,2021,Edimat
Cuentos Y Relatos Edgar Allan Poe. Tomo Iii,Edgar Allan Poe,9788497945158,2021,Edimat
Assassin S Creed. Black Flag,Oliver Bowden,9788445011713,2022,Minotauro
Unos Dias En El Brasil: Diario De Viaje,Adolfo Bioy Casares,9788483930717,2010,Paginas De Espuma
El Triptico De Dios,Jorge Barcelo,9788466658942,2016,S.A. Ediciones B
Tonto El Que Lo Lea,Sergio Fernandez,9788467034370,2010,S.L.U. Espasa Libros
Ciencia Ficcion Fantasia Y Aventuras,Jose Maria Salaverria,9788494310942,2015,La Biblioteca Del Laberinto
Galicia Y Los Escritores Hispanoamericanos,Jose Esteban Gonzalo,9788415374947,2016,El Viento
Publi Has Sido Una Chica Mala,Kajal Napalm,9788416498253,2016,Roca Editorial De Libros
Bill De Los Elefantes,J.h. Williams Iii,9788496964563,2009,El Viento
Proyecto Omega,Steve Alten,9788401342134,2015,Plaza & Janes Editores
El Rey Pirata (Reinos Olvidados: Transiciones Ii),R.a. Salvatore,9788448037956,2009,Timun Mas
Primeros Pasos En El Este De Africa,Sir Richard F. Burton,9788475846538,2009,Laertes
Los Liberados (La Mascarada De La Muerte Roja Iii) (4ª Ed.),Robert Weinberg,9788498005264,2009,La Factoria De Ideas
Un Dragon Latente,Norman Lewis,9788494105258,2016,Altair S.A.
Cartas Inglesas,Karel Capek,9788484725305,2014,Renacimiento
Los Viajeros De La Noche,Helene Wecker,9788483839300,2014,Tusquets Editores
No Seras Nadie,Alberto Gonzalez Ortiz,9788494179099,2014,Nowevolution
Pamplona,Victor Hugo,9788415715481,2014,Casimiro Libros
Los Viajes Y Las Horas,Rafael Manrique Solana,9788475849478,2014,Laertes
Globe,Alba Quintas Garciandia,9788415786405,0,Lapsus Calami
Savanna,Angel Luis Sucasas,9788494264139,2014,Palabras De Agua
Estacion Fantasma,Enrique Armenteros Caballero,9788415940463,2014,Dauro Ediciones
Asco De Vida... Aunque Podria Ser Peor,Alex Tomas,9788427041431,2016,Martinez Roca
La Casa En Los Confines De La Tierra,William Hope Hodgson,9788494360688,2015,Hermida Editores S.L.
Relatos Fantasticos,Juan Varela,9788494428722,2015,Qualea
Ecos De Gente Muerta Y Otros Relatos,Vidal Fernandez Solano,9788494361890,2015,Rubeo
La Mare Que Ens Va Parir,Cristina Quiles,9788494386008,2015,S.A. Editorial La Galera
Oposiciones,Enrique Galindo,9788416107094,2014,S.L. Ediciones Irreverentes
Promesas De Que Algun Dia,Javier Martos,9788415932499,2014,Dolmen Books
Verguenza Ajena,Daniel Garcia Raso,9781909870246,2015,Innisfree
Azul (El Poder De Un Nombre),Begoña Perez Ruiz,9788416596089,2015,Eride
Star Wars. Antes Del Despertar,Greg Rucka,9788416543472,2015,Planeta De Agostini
Rojo En La Nieve,Jose Luis Hernandez Garvi,9788494378133,2015,Premium Editorial
Montañas De Risa,Norberto Fernandez,9788482165912,2015,Sua Edizioak
Prohibido Salir Con El Cliente,David Mateo,9788494446924,2016,Poe Books
Star Wars Heredero De Los Jedi,Kevin Hearne,9788416401666,2016,Planeta De Agostini
He Oido A Los Mares Gritar Mi Nombre,Victor Conde,9788415932024,2013,Dolmen Books
Mitja Guerra (El Mar Trencat 3),Joe Abercrombie,9788415961901,2016,Rosa Dels Vents
Hijos Del Trueno,Jose Tono Martinez,9788415415664,2016,Evohe
Endymion (Saga Los Cantos De Hyperion 3),Dan Simmons,9788466658058,2016,S.A. Ediciones B
Earthland. La Tierra Del Mañana,Jesus Ferri Merino,9788494409387,2015,Hades Editorial
Salvad Venecia,Jean Lorrain,9788492865437,2013,Periferica
Caminaran Sobre La Tierra,Miguel Aguerralde,9788415932031,2013,Dolmen Books
Alif El Invisible,G. Willow Wilson,9788415831044,2013,Fantascy
Diario De Mi Viaje A China,Roland Barthes,9788449323638,2010,Paidos Iberica
Apocalipsis Island 1,Vicente Garcia,9788493754402,2010,Dolmen Books
Fantasmas,Eduardo Berti,9788492857036,2009,Adriana Hidalgo Editora
Act Of Faith,Ximo Soler Navarro,9788494091575,2013,Javisa23 Editorial
Espejismo,Hugh Howey,9788445001493,2013,Minotauro
Algo He Visto Del Mundo,Iosu Perales Arretxe,9788496993396,2013,Gakoa
Avatares: En El Principio De Los Tiempos,Matt D. Ivansky,9788492635306,2010,Corona Borealis
Creadores Del Creador,Carlos Blanco Lozano,9788484653325,2009,Mira
Tigana,Guy Gavriel Kay,9788498005400,2010,La Factoria De Ideas
El Manuscrito De Homero,Angel Maria Gonzalez Alfonso,9788496554375,2010,Equipo Sirius
Imaginario,Angel Gomez Rivero,9788496235571,2016,Calamar Ediciones
Avila (Cartone),Dionisio Ridruejo,9788494445545,2016,Gadir
Letras Viajeras,Manuel Rico,9788494576515,2016,Gadir
La Niña Que No Podia Recordar,Clara Tahoces,9788416694266,2016,Luciernaga
Segovia (2ª Ed.),Dionisio Ridruejo,9788494576508,2016,Gadir
Cuentos Fantasticos Argentinos Del Siglo Xix - Tomo 2,Carlos Abraham,9789876937030,2017,Libros De La Araucaria
Chaman,Kim Stanley Robinson,9788445004234,2017,Minotauro
El Ocaso De Los Normidones,Sergio Llanes Romera,9788494560408,2016,Ediciones Dokusou
Microcatalunya. Un Viatge Per 50 Micropobles,Marc Serena,9788494504136,2016,Edicions Sidilla
Planeta Mut,Jordi Sole I Camardons,9788494484858,2016,Voliana Edicions
Cuentos Macabros,H.p. Lovecraft,9788494552922,2016,Uve Books
Un Jardin En Shanghai,Pedro Molina Temboury,9788416776061,2016,Almuzara
Cuentos Fantasticos Argentinos Del Siglo Xix - Tomo 1,Carlos Abraham,9789876937023,2017,Libros De La Araucaria
Estas Sola,Alexandra Oliva,9788401017209,2017,Plaza & Janes Editores
Estambul Paseos Miradas Resuellos,Javier Gonzalez-Cotta,9788415828167,2013,Almuzara
Los Herederos De Julio Verne,Gabriel Bermudez Castillo,9788492492923,2013,La Biblioteca Del Laberinto
Poveglia La Isla Del No Retorno,Haizea Lopez,9788494091568,2013,Javisa23 Editorial
Andalucia: Notas De Andar Y Ver,Juan Eslava Galan,9788494614125,2017,Caudal Ediciones
America,Manuel Vilas,9788494571992,2016,Circulo De Tiza
El Arte Sombrio,Juan de Dios Garduño Cuenca,9788415296997,2013,Dolmen Editorial
Lo Que Se Esconde Bajo La Piel,Raquel Florido,9788494129568,2013,Seleer
